"'@timestamp","host.name","ci.class","ci.class_name","ci.environment","ci.name","ci.operational_status","system.cpu.total.norm.pct"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",drt,"MSSQLSERVER@vkblyddb0029",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"MSSQLSERVER@vkau1pdb0005",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",cut,"SQL2@vkau1cdb0002",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",ete,"MSSQLSERVER@kw3mne120",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",cut,"MSSQLSERVER@vksdccdb0003",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"MSSQLSERVER@vkau1pdb0027",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"MSSQLSERVER@vskau1p1397",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"MSSQLSERVER@vkau1pdb0003",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",ete,"MSSQLSERVER@kw3mne121",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",ete,"MSSQLSERVER@vkau1edb0001",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"MSSQLSERVER@vkau1pdb0020",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"MSSQLSERVER@vkau1pdb0028",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",cut,"MSSQLSERVER@vskblyc0050",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",test,"MSSQLSERVER@vkblyudb0001",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",dre,"MSSQLSERVER@kw3mne17",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",cut,"MSSQLSERVER@vskch1c184",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",drt,"MSSQLSERVER@vkblyddb0002","Non-Operational","'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",cut,"MSSQLSERVER@vskblyc0017",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"IGNIO2K8R2@kau1s037",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",cut,"CC@kw3mnc45",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",drt,"SQL2008@vskch1d288",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",cut,"MSSQLSERVER@vkfdccdb0004",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"MSSQLSERVER@vkau1pdb0023",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",drt,"SSMS@vskblyd0053",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"SQL2012@kw3l1s102",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"MSSQLSERVER@vkau1pap0021",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"MSSQLSERVER@vskau1p1349",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"SQL2K5M_3@kau1p331",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",dev,"MSSQLSERVER@vkblyddb0005",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",cut,"MSSQLSERVER@vskch1c184",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",drt,"MSSQLSERVER@vskblyd0033",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",cut,"MSSQLSERVER@vkfdccdb0001",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"MSSQLSERVER@vskau1p1106",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"COMMVAULT@aurcnacvtcmdcen",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",prod,"MSSQLSERVER@vskau1p1419",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",dev,"MSSQLSERVER@vkfdcddb0001",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",cut,"SQL2008@vskch1c138",Operational,"'-"
"2026-09-22 07:53:51","metricbeat-sql-mssql.g-prod-rhel-us-central1-a-bridge-3","cmdb_ci_db_mssql_instance","MSFT SQL Instance",cut,"MSSQLSERVER@vskblyc0045",Operational,"'-"
